smiles,logP,qed,SAS,5*QED-SAS
Nc1cc2c(cc1NC(=O)N1CCCCC1)OCCCO2,2.4479,0.778862344,2.213855979,1.680455741
CNC(=O)c1ccc(CN(C)C(=O)c2cc(OC)ccc2O)cc1,2.0326,0.884356903,1.895554482,2.526230033
O=C(CC1CCCCC1)N1CCN(c2nc(-c3ccc(Cl)cc3)no2)CC1,4.009,0.763297159,2.271660139,1.544825656
COc1cccc(NC(=O)CSc2nc(N)cc(N)n2)c1,1.3804,0.570124385,2.086756789,0.763865136
COc1cc(C(=O)N[C@H](c2ccccc2)c2cccnc2)cc(OC)c1OC,3.6268,0.662348151,2.435460231,0.876280524
CC[C@H](CSC)N(C)C(=O)[C@@H](C)N(C)c1nccn2cnnc12,1.549,0.771215085,4.065140631,-0.209065206
C[NH2+]Cc1cccc(-c2nccs2)c1,1.5033,0.816032424,3.203861824,0.876300296
CCCC(=O)NC[C@@H]1CCCN(c2nc3ccc(OC)cc3cc2C)C1,3.68452,0.835159582,2.695883288,1.479914622
CCC(CC)n1nccc1C(=O)O[C@@H](C)[C@H]1CCCO1,2.9685,0.744437002,3.691269676,0.030915334
COc1ccc([C@H]2C(C(C)=O)=C(O)C(=O)N2CCO)cc1,0.9719,0.856033965,2.529114303,1.751055522
CN(C(=O)N[C@H]1CC[C@@H]([NH+](C)C)C1)[C@@H]1CCN(c2ccccc2F)C1=O,0.638,0.83993642,4.279610631,-0.079928531
Cc1ccccc1O[C@H](C)CNC(=O)c1cc(N2CCCC2=O)ccc1F,3.45822,0.829076638,2.624618709,1.520764481
O=C(Oc1ccccc1)c1ccccc1I,3.5104,0.469101935,1.628853158,0.716656517
Cc1nc(C)c(CCC(=O)N[C@@H]2C[C@@H]2c2cccc(Cl)c2)c(=O)[nH]1,2.64504,0.87131607,3.246890936,1.109689414
Cc1cc(C)c2c(c1)NC(=O)[C@@]2(O)CC(=O)c1cccs1,2.77764,0.851690792,3.1148451,1.14360886
O=[S@@](Cc1csc(-c2ccc(F)cc2)n1)c1cccc(F)c1,4.3961,0.67727492,2.804158296,0.582216304
O=C(Cc1cn2c(nc1=O)SCC2)NCc1ccc(C(=O)Nc2ccccc2)cc1,2.4602,0.597494056,2.410130797,0.577339483
O=C(CCCc1ncc(-c2ccccc2)o1)N1CCN(CCO)CC1,1.8008,0.835950552,2.149147337,2.030605423
CC[C@H](C)CN(CC)[C@@H](C[NH3+])c1ccccc1F,2.4767,0.794271978,3.673432925,0.297926965
O=[N+]([O-])c1ccc2nc(O[C@H]3CCC[NH2+]C3)cnc2c1,0.6426,0.666887309,3.920916744,-0.586480199
CC[C@H]1C[C@H](C)CC[C@@H]1[NH2+][C@@H]1CCN(c2cc(C)nn2C)C1=O,1.61202,0.924551022,4.845721317,-0.222966207
CCNC(=O)c1ccc(C)c(NS(=O)(=O)c2ccc(F)cc2)c1,2.68462,0.877659182,1.775539773,2.612756137
COC(=O)[C@H]1CN(Cc2ccc3ccccc3n2)C[C@@H](C)O1,1.9971,0.815724713,3.089280259,0.989343306
C/[NH+]=C(\NCC(C)(C)c1ccc(OC)cc1)N[C@H]1C[C@H]1C,0.6268,0.560607582,3.817523252,-1.014485342
CCCOc1ccc(CN2CCOC(C)(C)C2)cc1OC,3.0948,0.79619528,2.125711417,1.855264983
Cc1[nH+]c(NC[C@@H](C)C[C@H](C)O)ccc1I,2.23262,0.813007276,4.742096689,-0.677060309
CC[C@@H](C)N(C)C(=O)NCc1cc(OC)c(OC)cc1Br,3.4062,0.830035593,2.655850812,1.494327153
COc1ccccc1[C@@H](C)CC(=O)NC[C@H](C)c1cccc(C)c1,4.41712,0.783243345,2.724341223,1.191875502
CNC(=O)CN(C)c1cc(C[NH3+])ccn1,-0.9943,0.701868851,3.193649442,0.315694813
COc1ccc(CCC(=O)NCC2(O)CCSCC2)cc1F,2.1412,0.84341192,2.499193084,1.717866516
COc1cc(-c2nnc(SCc3cc(C)on3)o2)cc(OC)c1OC,3.35112,0.574813542,2.404361312,0.469706398
CC[NH+](CC)[C@@H](C)CNC(=O)N1C[C@@H](C)c2ccccc21,1.6329,0.856831428,4.187234323,0.096922817
O=C(NCCc1cnn(-c2ccccc2)c1)[C@@H]1CC(=O)N(Cc2ccco2)C1,2.1727,0.685508717,2.756332942,0.671210643
C/C(=N\NC(=O)CNC(=O)c1cccs1)c1ccco1,1.6113,0.653831387,2.288199196,0.980957739
Cc1nc(CCC(F)(F)F)[nH]c(=O)c1CCC(=O)[O-],0.25572,0.855949666,3.230672328,1.049076002
C[C@H]1CC[C@@H](N2CCN(S(=O)(=O)c3ccc(F)c(F)c3)CC2)C1,2.4597,0.845243048,2.870668722,1.355546518
CC[C@@H](O)[C@@]1(C[NH3+])CCC[C@H](C)C1,1.1957,0.691655494,4.630679738,-1.172402268
COc1ccc([C@H]2C3=C(CC(C)(C)CC3=O)Nc3nn(-c4ccccc4)c(O)c32)cc1,4.7871,0.615084034,3.208189467,-0.132769297
Cc1ccc(CCC(=O)N[C@H](C)c2ccc(N3CCOCC3)cc2)o1,3.23462,0.861774765,2.550504307,1.758369518
Cc1ccc(C(=O)NC[C@@H]2CC(=O)N(Cc3ccccc3)C2)cc1[N+](=O)[O-],2.68172,0.624879667,2.552565875,0.57183246
CCOC(=O)C1=C(C)N=C2SCCC(=O)N2[C@@H]1c1ccc(Br)cc1,3.6624,0.69626302,2.92106584,0.56024926
COc1ccc(-c2cc3c(N4CCC[C@@H](C(=O)[O-])C4)nccn3n2)cc1OC,1.3798,0.666205657,3.173261193,0.157767092
COc1ccc(N2CCN(C(=O)CCc3n[nH]c(C)n3)CC2=O)cc1,0.92972,0.884867955,2.408160229,2.016179546
Cc1cc(=N)n(/C(Nc2ccc(Cl)c(Cl)c2)=[NH+]/C(C)C)s1,2.44949,0.56868532,3.668552932,-0.825126332
CC(C)CC[C@@H](C)NC(=O)[C@@H]1CSCN1C(=O)c1ccoc1,2.7356,0.869343155,3.345973216,1.000742559
C[C@@H]1Cc2ccccc2N1CC(=O)Nc1cc(C(F)(F)F)ccc1-n1cncn1,3.6758,0.704978623,2.870027279,0.654865836
O=C(Nc1ccc(Br)cn1)[C@H]1CCCc2ccccc21,3.9027,0.87683108,2.54509128,1.83906412
CCC[NH+]1Cc2cccc(NC(=O)[C@H](C)c3ccsc3)c2C1,2.7988,0.868389909,4.307884655,0.03406489
CCn1cc(C(=O)N[C@@H](C)COc2ccccc2OC)cn1,2.1089,0.853915572,2.485138339,1.784439521
O=S1(=O)CCc2[nH]c3cc(F)c(F)c(F)c3c2C1,2.0561,0.751485903,3.071174924,0.686254591
CN(Cc1nc2ccccc2[nH]1)S(=O)(=O)c1ccc(Br)cc1Cl,3.7995,0.68453602,2.240133042,1.182547058
CCc1onc(C)c1NC(=O)c1cc2cccc(F)c2o1,3.68302,0.776010692,2.584962525,1.295090935
CCCCc1cc(NC(=O)c2ccc(N3CCC(C)=N3)cc2)[nH]n1,3.5906,0.830950865,2.785128456,1.369625869
CCC[C@H]1CN(C(=O)C2(c3ccc(Cl)cc3)CC2)C[C@@H]1[NH3+],2.2406,0.913136592,3.727685252,0.837997708
CC(C)c1nc(C[NH+]2CCC[C@H]2c2cccc3c2OCCO3)no1,1.8842,0.933227825,4.442470805,0.22366832
Cc1ccc(-c2nnc([C@@H](C)Nc3ccc(N4CCCC4)c(F)c3)o2)cc1,4.95742,0.662464273,2.656569269,0.655752096
C=CCNC(=O)c1ccccc1NC(=O)[C@H]1CC(c2cccc(F)c2)=NO1,2.8732,0.764798356,2.77737129,1.04662049
CC(C)(CNC(=O)NCc1ccc(OC2CCCC2)nc1)N1CCOCC1,2.313,0.764915682,2.557478033,1.267100377
O=C(Cn1nc(C(F)(F)F)cc1C1CC1)NC12CC3CC(CC(C3)C1)C2,3.8643,0.85021373,3.871561192,0.379507458
O=C(CNC(=O)c1ccc(Cl)c(Cl)c1O)NCc1ccco1,2.3382,0.777995895,2.177616674,1.712362801
C[C@H](Oc1ccccc1)C(=O)NCC#CCOc1cccc(Br)c1,3.415,0.756362493,2.661816811,1.119995654
CCC[C@@H]1CN(C(=O)[C@@H]2CCCN2C(=O)c2cccs2)CCO1,2.3802,0.848623381,3.086386685,1.15673022
CC[C@H](C)Nc1ccc(C(F)(F)F)cc1[N+](=O)[O-],3.824,0.641902468,2.554926026,0.654586314
CN(Cc1c(F)cccc1Cl)C(=O)COc1cccnc1[N+](=O)[O-],2.8197,0.584568543,2.315942594,0.606900121
[NH3+][C@H](Cc1ccc(O)cc1)c1ncccn1,0.7079,0.806857799,3.262478971,0.771810024
C[C@H](CCn1cncn1)[NH2+]Cc1ccn(C2CCCC2)n1,1.1319,0.841487519,3.988908974,0.218528621
C[C@@H]1CC([NH+]2CCC(N3CCNC3=O)CC2)C[C@@H](C)C1,0.8836,0.785968822,4.76735818,-0.83751407
CCO[C@H]1C[C@@H](NC(=O)N[C@@H](CS(C)(=O)=O)c2ccccc2)C1(C)C,2.2751,0.774720708,3.506986564,0.366616976
CCC([NH3+])(CC)CN1CCN(c2ccccc2)CC1,1.6093,0.882213351,2.695066892,1.715999863
COc1ccc(OC)c(NC(=O)Cc2csc(-c3cccc(F)c3)n2)c1,4.1476,0.679014549,1.993542379,1.401530366
CC(C)[NH+](C)CCNCc1cnc(-c2cccs2)s1,1.8843,0.768945152,3.96698022,-0.12225446
CCc1nc(Cl)c(C)c(N2CC[C@H](COC)C2)n1,2.47352,0.786807428,3.002065882,0.931971258
Cn1c2c(c(=O)n(C)c1=O)[C@H](c1cccc(Cl)c1)C1=C(CC(C)(C)CC1=O)N2,2.938,0.792497412,3.164316486,0.798170574
Cc1ccccc1[C@H](C)NC(=O)NCc1cccc(Cn2ccnc2C)c1,4.10864,0.6670927,2.572538124,0.762925376
CN1C(=O)[C@H](Cc2ccccc2)Sc2ccc(N)cc21,2.9486,0.854483267,2.630476356,1.641939979
C[C@@H](Sc1nnc(-c2c[nH]c3ccccc23)n1C1CC1)c1ccccc1,5.6146,0.458869044,2.763243694,-0.468898474
COC[C@@](C)(O)CNC(=O)C(=O)NCC(C)C,-0.7278,0.563369942,2.917318604,-0.100468894
O=C(NC[C@H]1CCS(=O)(=O)C1)N1CCC[C@H]([NH+]2CCCC2)C1,-0.7262,0.748963106,4.58215938,-0.83734385
COc1ccc2c(c1)N(C(=O)C[C@H](C)c1cccc(F)c1)CCO2,3.7535,0.832304726,2.657223884,1.504299746
C[C@@H]([NH2+]CC1(CCO)CCCCC1)c1cccnc1,2.0389,0.828823306,3.834047679,0.310068851
Cn1c(Cl)cnc1CSc1cc(Br)ccc1N,3.7105,0.668805525,2.69508393,0.648943695
COc1cccc(CSCc2csc(-c3ccco3)n2)c1,4.8451,0.622714216,2.23545305,0.87811803
Cn1c(Nc2ccc(F)c(Cl)c2)cc(=O)n(C)c1=O,1.6201,0.918987596,2.277396455,2.317541525
CC[C@@H](CCO)C[NH2+][C@H]1C[C@H](C)c2c(C)ccc(O)c21,2.22092,0.749083853,4.576782916,-0.831363651
CS(=O)(=O)N1C[C@H](C(N)=O)Oc2ccccc21,-0.3011,0.813759081,2.726100756,1.342694649
Cc1ccc(NC(=O)CNc2ccc(C(=O)N3C[C@@H](C)O[C@H](C)C3)cc2)c(Br)c1,4.05752,0.680604677,2.875179821,0.527843564
CCc1n[nH]c(=S)n1CCNC(=O)c1ccncc1F,1.46719,0.827184444,2.535091345,1.600830875
Cc1cnn(CCCCC[NH+]2CCN(c3ccc(O)cc3)CC2)c1,1.47252,0.763909741,3.45626687,0.363281835
CCOc1ccc(-c2noc(-c3nnn(-c4cccc(Cl)c4)c3N)n2)cc1,3.6186,0.547127713,2.320020045,0.41561852
C[C@@H](NC1CC[NH+]([C@H]2CCCC[C@@H]2O)CC1)c1ccsc1,1.7495,0.798418168,4.742966282,-0.750875442
CCc1ccc(CC(=O)C(C)(C)OC)s1,2.8471,0.765859396,2.736134273,1.093162707
COC(=O)[C@@H](C)CNC(=O)Nc1ccc(C)cc1C,2.23404,0.821472918,2.340997263,1.766367327
COc1cc(C)ccc1NCc1ccn(-c2ccccc2)n1,3.80142,0.753750147,1.96148754,1.807263195
COCCN1C[C@@]23C=C[C@@H](O2)[C@H](C(=O)N(C)Cc2cnccn2)[C@H]3C1=O,-0.1366,0.679269491,5.127156632,-1.730809177
Cc1nc(-c2ccc(F)cc2)sc1C(=O)NC1(C(N)=O)CCCC1,2.78552,0.886322631,2.393523045,2.03809011
O=C(OCc1ccccn1)c1cccc(S(=O)(=O)N2CCCCCC2)c1,3.0033,0.744281824,1.976697797,1.744711323
O=C(Cc1cccc(F)c1)NCC(=O)N1CCCCC[C@@H]1c1ccncc1,3.0233,0.871650262,2.591678737,1.766572573
O=C(NCc1ccccc1)C1=C2CCCC[C@@H]2S[C@@H]1NC(=O)[C@@H]1C=C(c2ccccc2O)N=N1,4.3122,0.556308259,4.26605157,-1.484510275
C[NH2+]Cc1cc(Cl)cc(Cl)c1O[C@@H](C)[C@H](C)O,1.8347,0.869321268,4.172809858,0.173796482
CC(C)[C@@H](CO)Nc1ccc(N)cc1Br,2.4601,0.738060753,2.77738542,0.912918345
CCOc1c(Br)cc(Br)cc1/C=C/C[NH2+]C,2.8167,0.862813899,3.486257916,0.827811579
CC(C)(C)C(=O)N1CCN(C(=O)[C@H]2CCC[NH+]2Cc2ccccc2)CC1,0.9508,0.887276183,3.950765768,0.485615147
C[C@H](CC(=O)N1CCC(C(=O)[O-])CC1)N1C(=O)c2ccccc2C1=O,0.0497,0.739626207,3.023172367,0.674958668
c1cnc2c(O[C@H]3CCC[NH2+]C3)cccc2c1,1.3394,0.852966641,3.682031191,0.582802014
C[C@@H]1C[NH+](CCN2C(=O)NC(C)(C)C2=O)C[C@@H](C)S1,-0.2745,0.726333927,4.88980145,-1.258131815
CC(=O)N[C@@H](C)c1nc2ccccc2n1CCOc1ccc(C)c(C)c1,3.92924,0.707379653,2.505800843,1.031097422
C[C@H]([NH2+][C@H](C)C(=O)Nc1cc(F)ccc1F)c1ccc2c(c1)OCCO2,2.3876,0.857830169,3.607703598,0.681447247
COc1ccc(CC[NH2+][C@H](C)c2ccc(C)cc2)cc1S(N)(=O)=O,1.51812,0.802039031,3.328026784,0.682168371
C=C(Cl)Cc1ccc(C#N)cc1,2.85328,0.676719284,2.214389114,1.169207306
CC(C)Cc1ccc([C@H](C)NC(=O)c2ccccc2)cc1,4.3761,0.829016277,1.996645779,2.148435606
Cn1nncc1C[NH+](CC1CCCCC1)C1CC1,0.9427,0.855220138,4.400313763,-0.124213073
CC(C)C[C@H](NC(N)=O)C(=O)N[C@@H](C(=O)[O-])C(C)C,-1.0399,0.575220413,3.317792796,-0.441690731
O=C(Nc1ccc(C(F)(F)F)cc1)c1ccc(NCc2ccccc2)nc1,4.9648,0.638025218,1.875855233,1.314270857
C[NH+](C)[C@@H]1CC[C@@H](NC(=O)c2ccc3c(c2)CCCN3S(C)(=O)=O)C1,0.1942,0.819523285,3.884579662,0.213036763
CC1CCC(O)(CNC(=O)N2CCC[C@@H](C)C2)CC1,2.3691,0.808175888,2.895219358,1.145660082
Cc1cccn2c(=O)c(C(=O)N(C)[C@H](c3ccccc3)C(C)C)cnc12,3.47222,0.708819923,2.863351791,0.680747824
C[C@H]1CCC[C@@H]([NH+](C)CC(=O)N2CCC(C(=O)N3CCCC3)CC2)C1,0.9408,0.832271901,4.049217291,0.112142214
COCc1ccc(C(=O)Nc2cccc(NC(C)=O)c2)cc1,3.0437,0.881133192,1.606145193,2.799520767
CCS(=O)(=O)CCSc1nnnn1-c1ccccc1OC,1.1977,0.714324409,2.332619892,1.239002153
CCn1ccnc(NCC[C@@H](O)C(C)C)c1=O,1.0821,0.789685041,2.966587379,0.981837826
Cc1cccc(NC(=O)C(=O)NCCC(=O)Nc2ccccc2)c1Cl,2.73192,0.713579162,1.903222005,1.664673805
CCn1cc([C@H]2OCC[C@@H]2C[NH2+]C/C(C)=C/c2ccccc2)cn1,2.6475,0.846923024,4.189070365,0.045544755
CCN(CC(N)=S)C(=O)OC(C)(C)C,1.5295,0.736713351,2.437385641,1.246181114
CCS(=O)(=O)CC[C@@H](CCl)c1cccc(Br)c1,3.5963,0.723596516,3.039177345,0.578805235
C[NH2+]C1CCN(C(=O)C2(C)CCCC2)CC1,0.7509,0.75209559,3.556779245,0.203698705
Cc1nn(S(=O)(=O)c2ccc(F)cc2)c(C)c1S(=O)(=O)N1CCC(C)CC1,2.29664,0.765697363,2.409119218,1.419367597
CCN(CC)c1ccc([C@@H]2C3=C([O-])CCCC3=NC3=NC(SC)=NC(=O)[C@@H]32)cc1,3.1432,0.754691985,4.382531875,-0.60907195
CCC(C)(C)[NH2+]Cc1cccc(OCc2ccccc2F)c1,3.6567,0.807599069,2.805454375,1.23254097
CCc1ccccc1NC(=O)CCc1cc(C(C)=O)c(C)o1,3.92432,0.794724103,2.080462071,1.893158444
CN(C)c1ccc(CN2CCC[C@H](CN3CCOCC3)C2)cc1,2.2968,0.830661868,2.502908056,1.650401284
Cc1cc(F)ccc1CCNCc1cn2ccccc2[nH+]1,2.53322,0.715913666,3.332377794,0.247190536
Cc1ccccc1CC[NH+]1CCC[C@@H](C[NH3+])C1,0.07432,0.759408422,4.817269952,-1.020227842
Cc1n[nH]c(=S)n(/N=C\c2ccc(-c3ccc(Cl)c(Cl)c3)o2)c1=O,4.05831,0.528392862,2.627256455,0.014707855
C[C@H](O)[C@H](C)[C@H](C(=O)[O-])c1ccccc1Br,1.2995,0.917501632,3.827134837,0.760373323
CC[C@H]1CCc2c(sc(NC(=O)Nc3cccc(Cl)c3)c2C(N)=O)C1,4.6593,0.691392329,2.707645955,0.74931569
CC(C)(C)c1nc2cc(NC(=O)[C@@H]3Cc4ccccc4C(=O)O3)ccc2o1,3.8455,0.676720344,2.888519114,0.495082606
Cc1cccnc1C[C@@H](N[C@H]1CCSc2ccccc21)C(F)(F)F,4.69012,0.825737142,3.461740514,0.666945196
CCc1ccc([C@@H]([NH2+]C)[C@H]2CN3CCC[C@@H]3CO2)cc1,1.3465,0.908309188,4.127354298,0.414191642
CCOc1ccc(CN2CC[NH2+][C@H](C(=O)[O-])C2)c(OCC)c1C,-0.71008,0.749158069,3.973063998,-0.227273653
NC(=O)c1cc(OC2CCN(Cc3nccn3C(F)F)CC2)ccn1,1.8155,0.863735019,2.691505191,1.627169904
N#Cc1c(F)ccc(NC(=O)Nc2ccc(Cl)cc2)c1F,4.13388,0.842166263,2.036923461,2.173907854
CC(C)CN([C@H]1CCS(=O)(=O)C1)S(=O)(=O)c1ccc2c(c1)OCCCO2,1.6817,0.749079206,3.02096333,0.7244327
CC[C@@H]1CC[C@@](C[NH3+])([C@H](O)c2ccccc2)C1,2.1584,0.826531194,3.966296762,0.166359208
[NH3+][C@@H](CO)c1cc(C(F)(F)F)cc([N+](=O)[O-])c1[O-],-0.0375,0.607156642,4.178183714,-1.142400504
O=[N+]([O-])c1ccc(N[C@H]2C[C@H]3CCCc4cccc2c43)nc1,3.9666,0.663256768,3.304096296,0.012187544
COc1ccnc(NNC(=O)NC[C@H](c2ccccc2)[NH+](C)C)n1,-0.0029,0.551470489,3.66608316,-0.908730715
CCN(CC)S(=O)(=O)c1cc(C(=O)/N=c2/sccn2C)n(C)c1,1.1967,0.817442427,2.845183445,1.24202869
COc1cn(CC(=O)NCc2ccc3c(c2)OCO3)c(C[NH+]2CCCCC2)cc1=O,0.4708,0.702595481,3.434211433,0.078765972
O=C(NCCCc1cccc(F)c1)C(=O)Nc1cnc2ccccc2c1,3.0614,0.541742311,2.016927336,0.691784219
CC[C@@H](Cc1ccccc1)[NH2+]C[C@@H](O)c1c(F)cccc1F,2.5829,0.8083742,3.702276856,0.339594144
O=C(CSc1nc2c([nH]c3ccccc32)c(=O)n1-c1ccccc1)Nc1ccc2c(c1)OCO2,4.3265,0.280973594,2.349376477,-0.944508507
COc1cc(NS(=O)(=O)c2ccc(NC(=O)c3cnn(C)c3)cc2)ncn1,1.2718,0.658153274,2.32353082,0.96723555
C[C@H]1CCCN(C(=O)C2CC[NH+](C[C@@H](O)c3ccc(F)cc3F)CC2)C1,1.5516,0.856097789,4.115445853,0.165043092
Cc1nn(C)c2ncc(NC(=O)C(=O)NC3CCC(C)(C)CC3)cc12,2.30022,0.820357725,2.572442541,1.529346084
COc1ccc(-n2c(C)cc(C(=O)CSc3nnc(-c4ccoc4C)n3C)c2C)cc1,4.77466,0.293196657,2.444448001,-0.978464716
CC(C)Cn1ncc2cc(C(=O)N3CCOC[C@@H]3C(N)=O)cnc21,0.4136,0.89273548,3.111483521,1.352193879
COC(=O)CCn1c(=O)c2c(nc3n(-c4ccc(C)c(C)c4)c(C)cn23)n(C)c1=O,1.62696,0.48193471,2.650669155,-0.240995605
Cc1cccc2c(=O)n(CCC(=O)N(C)[C@@H](C)Cc3ccsc3)cnc12,3.24612,0.65942454,2.960121601,0.337001099
Cn1ccnc1SCC(=O)N1CCC(C(=O)N2CCCCCC2)CC1,2.1534,0.771049766,2.209687775,1.645561055
CCCc1c(CCl)cnn1C,2.1114,0.641587475,2.637584952,0.570352423
CCOc1cc2c(cc1NC(=O)[C@@H](C)NC(=O)C(C)(C)C)O[C@H](C)C2,2.898,0.850661412,3.061349323,1.191957737
CCC(CC)(C(=O)c1cccc(Cl)c1Cl)[NH+]1CCCC1,3.4136,0.80956214,3.9101309,0.1376798
COc1ccc(-c2cc(C(=O)NCC(F)(F)F)c3ccccc3n2)cc1OC,4.2111,0.680882527,2.047598669,1.356813966
CCCSc1nc(COc2ccc(Cl)cc2)n[nH]1,3.5392,0.804647133,2.400522822,1.622712843
COc1cccc(Nc2nc(-c3ccc4c(c3)OCO4)cs2)c1,4.291,0.743026961,2.039935474,1.675199331
CCCC[C@@H]1NC(=O)N(Cc2noc(C3CC3)n2)C1=O,1.5576,0.804907727,3.043138372,0.981400263
Cc1cc(C(=O)COC(=O)c2cc3c(cc2[N+](=O)[O-])OCO3)c(C)n1C1CC1,3.11644,0.320364229,2.491275477,-0.889454332
COc1ccc(F)cc1S(=O)(=O)N1CCC(C(=O)NCCN2CCOCC2)CC1,0.6834,0.698196523,2.183479931,1.307502684
C[C@@H](C(=O)[O-])[NH+]1CCN(C(=O)c2ccc(C[NH3+])o2)CC1,-3.4994,0.606939448,4.999429216,-1.964731976
C[NH+](Cc1ccsc1)Cc1ccc(C(N)=O)cc1[N+](=O)[O-],0.9701,0.624096242,3.796897089,-0.676415879
Cc1ccc2nc(COC(=O)c3cnc(OCC(F)(F)F)c(Cl)c3)cc(=O)n2c1,3.34942,0.569867289,2.649872806,0.199463639
Cc1cccc(CN2CCCN(Cc3cc(C)ccc3C)S2(=O)=O)c1,3.56456,0.818040608,2.446533214,1.643669826
CC[C@H]1C[C@H](C)CC[C@@H]1[NH2+]CCCN1CCCC1=O,1.7771,0.737141685,4.446078162,-0.760369737
Cc1cc2c(cc1C)O[C@@H](C(=O)N(CC[NH+](C)C)Cc1ccco1)C2,1.37324,0.871090597,3.753408373,0.602044612
CCC(C)(C)NC(=O)[C@@H](C)Oc1ccc(C[C@H](C)[NH3+])nc1,1.3266,0.804799119,3.657696951,0.366298644
COc1cc(C)ccc1NC(=O)N[C@H]1CC[C@H]([NH+](C)C)C1,1.19072,0.79028449,3.72914626,0.22227619
CC[NH2+]CCc1c[nH]c2c(Cl)cccc12,1.9471,0.747485592,3.425160668,0.312267292
COc1ccc(F)cc1NC(=O)C(=O)NCc1cc(Br)cs1,2.9132,0.786562286,2.157444416,1.775367014
CC[C@@H](c1ccccc1)[S@@](=O)Cc1ccc(C(F)(F)F)cc1,5.1054,0.716743298,3.109310668,0.474405822
CCOC(=O)Nc1ccc(NC(=O)Nc2cc(C)on2)cc1,3.19542,0.792095407,1.96119631,1.999280725
O=[N+]([O-])c1c(-c2ccccc2)nc2ccccn12,2.9095,0.505618153,2.18698584,0.341104925
O=C(NCCCN1C(=O)NC2(CCCC2)C1=O)Nc1cccc(CN2CCOC2=O)c1,2.015,0.454667606,2.99071948,-0.71738145
Cc1ccc(-n2nc(-c3ccc(F)cc3)cc2C(=O)[O-])c(C)c1,2.65874,0.744350991,2.380967898,1.340787057
CCCCN(C)C(=O)c1cccc(-c2ccc(S(=O)(=O)N3CCOCC3)s2)c1,3.3081,0.674543234,2.322759249,1.049956921
Cc1nc(CC(=O)N[C@H](c2ccccc2)c2nnc(N)s2)cs1,2.33352,0.740958801,2.879679907,0.825114098
COc1ccc2[nH]cc([C@H](C(=O)[O-])[NH+]3CCN(Cc4cccc5ccccc45)CC3)c2c1,1.5214,0.49221723,3.78619186,-1.32510571
O=C(c1nccnc1C(=O)N1C[C@H]2[C@@H]3CC[C@@H](C3)[C@H]2C1)N1CCCCC1,2.2208,0.818902288,4.370183783,-0.275672343
CC(C)CC[NH+]1CCN(Cc2ccc3c(c2)CCO3)CC1,1.3681,0.891052726,3.496588639,0.958674991
C[C@H]1CC[C@](C#N)([C@](C)(O)c2ccccc2F)C1,3.36318,0.85392351,3.975134912,0.294482638
CN(C(=O)N[C@@](C)(C(=O)[O-])C(F)(F)F)c1ccc(F)cc1,1.0424,0.859830921,3.402510794,0.896643811
CC[S@@](=O)[C@H]1CCCC[C@@H]1NC(=O)c1ccc(NC(=O)C2CC2)cc1,2.8447,0.811149081,3.252800675,0.80294473
Cc1cc(OC(=O)c2oc3c(c2C)/C(=N/NC(N)=[NH2+])CCC3)cc(C)c1Cl,1.78126,0.244908269,3.247383134,-2.022841789
COc1cc(C)cc(C(=O)N2CCC[C@H]2CSC)c1O,2.67682,0.923841291,2.859289636,1.759916819
C[C@@H](C1CC1)[NH+](CC(=O)Nc1nccs1)C1CC1,0.9274,0.816344586,4.444620856,-0.362897926
O=C(Nc1ccc(Cl)cc1)c1coc(NC(=O)c2ccco2)n1,3.4256,0.747273279,2.185545367,1.550821028
O=C([O-])c1ccc(-c2ccsc2)cc1O,1.4842,0.839992494,2.675417734,1.524544736
OCc1ccc(C[NH+]2CCC[C@H]2CC2CCCCC2)o1,2.2896,0.86856852,4.460410153,-0.117567553
CCc1nnc(NC(=O)c2ccc(Oc3cccc(C)c3)cc2)s1,4.45352,0.713318008,1.929831466,1.636758574
Cc1ccc(C)c(NC(=O)[C@H]2CCCN(S(=O)(=O)c3cccc4nsnc34)C2)c1,3.34754,0.672544158,2.787625779,0.575095011
CCc1nnc(C2(c3ccc(Cl)cc3)CCOCC2)o1,3.3819,0.853036526,2.6423524,1.62283023
C/C=N/NC(=O)COc1ccccc1C,1.49572,0.604938627,2.023788064,1.000905071
Nc1cc(Cl)c(Cl)cc1NC[C@@H]1CCCC[C@H]1O,3.5386,0.72836682,3.01011224,0.63172186
N#Cc1ccc(CNc2cc[nH+]c3ccsc23)c(F)c1,3.33828,0.786927334,3.496242321,0.438394349
N#Cc1ccccc1NC(=O)[C@H]1C[C@@H]1[N+](=O)[O-],1.16198,0.63099871,3.082469825,0.072523725
CC[C@@H](NC(=O)c1ccc([N+](=O)[O-])c(C)c1)c1ccc2c(c1)OCCO2,3.55552,0.637679395,2.626526027,0.561870948
CCOC(=O)C1(C#N)CC(OC)(OC)C1,0.84238,0.519100312,3.162615959,-0.567114399
CC(=O)N[C@@H](CC(=O)N[C@@H](C)c1ccc(Cl)cc1Cl)c1cccs1,4.4996,0.735829911,2.914482513,0.764667042
COC(=O)c1cc(-c2ccc(F)cc2)nc2cc(-c3ccccc3)nn12,3.989,0.50753579,2.115643028,0.422035922
CNC(=O)c1cccc(S(=O)(=O)NC[C@@H]2CCCO2)c1,0.5035,0.845680697,2.44541969,1.782983795
C[C@H](CC1CCCC1)C(=O)Nc1ccc(C(=O)NC2CCOCC2)cc1,3.7503,0.790043826,2.606730099,1.343489031
